user_id,edad,sexo,estado,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,num_no_procesadas,saldo,num_transacciones,categoria,categoria_salud,cluster_dominante,cluster_label_dominante,num_clusters_distintos,seg_0,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12,seg_13,seg_14,hc_cluster
USR-02086,28.0,H,Nuevo León,Preparatoria,Independiente,11500.0,1453.0,1,0,App,559.0,1.0,app_ios,9.0,0,1,es_MX,0,1.0,0,2.0,-34592.889999999985,65.0,Otros,Bajo Endeudamiento,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USR-02087,18.0,M,Jalisco,Secundaria,Estudiante,20500.0,1069.0,1,0,App,498.0,2.0,app_android,9.0,0,1,es_MX,0,1.0,0,4.0,-71270.17,82.0,Solo Débito,Sin Información,8,Token incorrecto o inválido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
USR-02088,22.0,M,Querétaro,Preparatoria,Independiente,24000.0,1126.0,0,0,App,605.0,179.0,app_android,4.0,1,0,es_MX,0,0.0,0,0.0,28497.93,6.0,Desconocido,Desconocido,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USR-02089,18.0,M,Nuevo León,Secundaria,Empleado,21500.0,86.0,1,0,App,495.0,3.0,app_ios,10.0,0,1,en_US,0,3.0,0,4.0,-32765.26,66.0,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02090,35.0,M,Nuevo León,Licenciatura,Empleado,22500.0,1721.0,1,1,App,742.0,16.0,app_ios,6.0,0,0,es_MX,0,4.0,0,1.0,-26530.789999999994,35.0,Usuario Integral,Capacidad de Endeudamiento,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02091,34.0,H,Tamaulipas,Secundaria,Empleado,23000.0,1373.0,1,1,App,788.0,3.0,app_huawei,8.0,0,1,es_MX,1,4.0,0,1.0,172352.03999999998,85.0,Usuario Integral,Bajo Endeudamiento,10,Verificación de tarjeta para Apple Pay,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
USR-02092,28.0,M,Nuevo León,Licenciatura,Empleado,10500.0,234.0,0,1,App,569.0,15.0,app_huawei,6.0,0,0,es_MX,0,1.0,0,1.0,-60405.100000000006,54.0,Otros,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02093,38.0,H,Desconocido,Preparatoria,Independiente,39000.0,446.0,1,0,Fan Shop,643.0,5.0,app_ios,10.0,0,0,es_MX,1,4.0,0,3.0,-53230.70000000001,80.0,Usuario Integral,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USR-02094,39.0,M,Otros,Secundaria,Independiente,50000.0,1793.0,1,0,App,831.0,1.0,app_ios,7.0,0,0,es_MX,1,4.0,0,3.0,274677.36,79.0,Débito + Crédito,Capacidad de Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
USR-02095,39.0,H,Ciudad de México,Preparatoria,Empleado,37500.0,1314.0,1,1,App,764.0,1.0,app_android,9.0,0,0,es_MX,0,2.0,0,2.0,122051.87999999998,57.0,Otros,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USR-02096,32.0,H,Tamaulipas,Licenciatura,Independiente,7000.0,970.0,1,0,App,511.0,1.0,app_android,8.0,0,0,es_MX,0,3.0,0,0.0,-14555.62000000001,62.0,Débito + Crédito,Endeudamiento Medio,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USR-02097,27.0,M,Nuevo León,Preparatoria,Empleado,11500.0,1083.0,1,0,Fan Shop,475.0,2.0,app_ios,8.0,0,0,es_MX,0,1.0,0,2.0,-85292.61,62.0,Solo Débito,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USR-02098,55.0,M,Nuevo León,Licenciatura,Empleado,38000.0,849.0,0,1,App,642.0,19.0,app_android,10.0,0,1,es_MX,0,2.0,0,2.0,66629.55,57.0,Débito + Crédito,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02099,31.0,M,Sinaloa,Licenciatura,Desempleado,21500.0,876.0,0,0,App,718.0,145.0,app_huawei,7.0,0,0,es_MX,1,1.0,0,0.0,20290.9,6.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02100,22.0,H,Estado de México,Licenciatura,Empleado,22000.0,1230.0,1,1,App,517.0,0.0,app_ios,7.0,1,0,es_MX,0,3.0,0,2.0,-7525.449999999997,91.0,Débito + Crédito,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02101,42.0,H,Sinaloa,Licenciatura,Empleado,41000.0,775.0,1,0,App,725.0,1.0,app_huawei,9.0,0,0,es_MX,1,4.0,0,1.0,358960.8600000001,78.0,Usuario Integral,Bajo Endeudamiento,10,Verificación de tarjeta para Apple Pay,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
USR-02102,35.0,H,Veracruz,Secundaria,Empleado,22000.0,1522.0,1,1,App,695.0,18.0,app_ios,7.0,0,0,en_US,0,2.0,0,2.0,14682.98999999999,61.0,Débito + Crédito,Bajo Endeudamiento,11,Transferencia no recibida o rechazada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USR-02103,28.0,M,Sonora,Preparatoria,Independiente,21000.0,842.0,1,0,App,710.0,0.0,app_android,10.0,0,1,es_MX,0,1.0,0,2.0,-37354.630000000005,78.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02104,51.0,H,Sonora,Licenciatura,Empresario,88000.0,1435.0,0,0,App,524.0,5.0,app_android,8.0,0,0,es_MX,0,3.0,0,0.0,-86958.6,44.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02105,32.0,M,Desconocido,Preparatoria,Empleado,15500.0,623.0,0,1,App,500.0,120.0,app_android,5.0,0,0,es_MX,0,0.0,0,0.0,71245.76,16.0,Desconocido,Desconocido,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02106,34.0,H,Ciudad de México,Licenciatura,Jubilado,30500.0,1097.0,1,0,Fan Shop,381.0,162.0,app_android,5.0,0,1,es_MX,0,1.0,0,0.0,25249.22,8.0,Solo Débito,Sin Información,10,Verificación de tarjeta para Apple Pay,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
USR-02107,28.0,M,Jalisco,Licenciatura,Empleado,37500.0,657.0,0,1,App,591.0,13.0,app_huawei,7.0,0,1,es_MX,0,1.0,0,0.0,51477.19,37.0,Solo Débito,Sin Información,3,Cotización de crédito automotriz,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
USR-02108,53.0,M,Ciudad de México,Posgrado,Independiente,20000.0,1474.0,1,0,App,756.0,10.0,app_android,7.0,0,0,es_MX,0,5.0,0,1.0,140371.06000000003,63.0,Usuario Integral,Capacidad de Endeudamiento,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
USR-02109,37.0,M,Chihuahua,Posgrado,Empleado,25000.0,1328.0,1,1,App,644.0,12.0,app_huawei,9.0,0,0,es_MX,0,3.0,0,0.0,-21605.480000000003,31.0,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
USR-02110,55.0,M,Estado de México,Preparatoria,Empleado,30500.0,1435.0,0,1,App,764.0,14.0,app_ios,6.0,0,0,es_MX,0,3.0,0,0.0,40264.42,55.0,Débito + Crédito,Bajo Endeudamiento,10,Verificación de tarjeta para Apple Pay,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
USR-02111,26.0,H,Jalisco,Preparatoria,Independiente,11500.0,967.0,1,0,Fan Shop,540.0,3.0,app_ios,7.0,0,1,es_MX,0,2.0,0,2.0,-101544.75,62.0,Otros,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02112,40.0,M,Ciudad de México,Secundaria,Empleado,11500.0,1812.0,1,1,App,591.0,10.0,app_android,3.0,0,0,en_US,1,2.0,0,5.0,-55076.05,64.0,Débito + Crédito,Endeudamiento Alto,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02113,47.0,H,Nuevo León,Licenciatura,Empleado,73000.0,660.0,1,1,App,582.0,14.0,app_ios,8.0,0,0,es_MX,0,5.0,0,0.0,-42893.66,40.0,Usuario Integral,Capacidad de Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02114,58.0,SE,Tamaulipas,Posgrado,Empresario,27000.0,1414.0,1,0,App,661.0,15.0,app_huawei,7.0,0,0,es_MX,1,3.0,0,0.0,382072.26,51.0,Débito + Seguro,Sin Información,10,Verificación de tarjeta para Apple Pay,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
USR-02115,35.0,M,Jalisco,Licenciatura,Empleado,14000.0,1699.0,0,0,App,520.0,15.0,app_huawei,3.0,0,0,es_MX,0,1.0,0,6.0,-65439.600000000006,57.0,Solo Débito,Sin Información,8,Token incorrecto o inválido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
USR-02116,48.0,H,Baja California,Licenciatura,Empleado,34500.0,1301.0,1,1,App,650.0,0.0,app_ios,8.0,0,0,es_MX,0,2.0,0,0.0,19678.89999999999,33.0,Solo Débito,Sin Información,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USR-02117,31.0,H,Estado de México,Preparatoria,Independiente,17500.0,643.0,0,0,Fan Shop,581.0,14.0,app_android,8.0,0,0,es_MX,1,1.0,1,1.0,85013.64,37.0,Solo Débito,Sin Información,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02118,36.0,M,Nuevo León,Preparatoria,Independiente,18000.0,1445.0,1,0,App,715.0,1.0,app_ios,10.0,0,1,es_MX,0,2.0,0,0.0,229050.05,64.0,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
USR-02119,50.0,M,Estado de México,Licenciatura,Empleado,33000.0,1618.0,0,0,App,777.0,11.0,app_android,10.0,0,1,es_MX,1,4.0,0,2.0,77219.14000000001,52.0,Usuario Integral,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02120,48.0,H,Coahuila,Licenciatura,Empleado,30000.0,946.0,0,1,App,706.0,19.0,app_ios,9.0,0,0,es_MX,0,3.0,0,1.0,-16268.9,34.0,Usuario Integral,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02121,54.0,M,Otros,Posgrado,Empleado,4500.0,1181.0,0,0,App,439.0,133.0,app_ios,8.0,0,0,es_MX,1,1.0,0,0.0,16379.69,11.0,Otros,Sin Información,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USR-02122,59.0,M,Nuevo León,Posgrado,Independiente,14000.0,1741.0,0,0,App,561.0,129.0,app_huawei,4.0,0,0,es_MX,0,1.0,0,0.0,-18924.01,13.0,Solo Débito,Sin Información,12,Solicitud de atención con asesor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
USR-02123,34.0,M,Jalisco,Posgrado,Empresario,47000.0,1102.0,0,0,App,682.0,5.0,app_huawei,8.0,0,0,es_MX,1,3.0,1,0.0,211459.1,71.0,Débito + Seguro,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
USR-02124,35.0,M,Jalisco,Licenciatura,Empleado,14500.0,406.0,0,1,Fan Shop,620.0,16.0,app_android,6.0,0,0,es_MX,1,2.0,0,1.0,9955.25,58.0,Débito + Crédito,Bajo Endeudamiento,4,Información sobre Hey Banco,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
USR-02125,38.0,M,Tamaulipas,Preparatoria,Empleado,34000.0,155.0,1,1,App,763.0,8.0,app_ios,8.0,0,0,es_MX,0,3.0,0,1.0,64261.53,58.0,Usuario Integral,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02126,25.0,H,Jalisco,Preparatoria,Independiente,15500.0,1338.0,1,0,App,771.0,0.0,app_android,8.0,0,1,es_MX,0,2.0,0,0.0,-42750.09000000001,57.0,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02127,60.0,H,Baja California,Preparatoria,Empleado,52000.0,1554.0,1,0,App,795.0,14.0,app_ios,7.0,0,1,es_MX,1,3.0,0,2.0,10338.829999999987,31.0,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
USR-02128,19.0,M,Coahuila,Preparatoria,Empleado,18000.0,1275.0,1,0,App,468.0,3.0,app_ios,7.0,1,0,es_MX,0,2.0,0,0.0,-22428.820000000007,78.0,Débito + Crédito,Endeudamiento Medio,11,Transferencia no recibida o rechazada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USR-02129,41.0,M,Otros,Licenciatura,Empleado,38000.0,1277.0,1,0,App,827.0,4.0,app_ios,7.0,0,1,es_MX,1,2.0,0,0.0,251402.15999999997,78.0,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
USR-02130,52.0,M,Veracruz,Licenciatura,Empleado,34000.0,1436.0,0,1,App,661.0,14.0,app_ios,10.0,0,0,es_MX,1,2.0,0,1.0,388338.28,68.0,Otros,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
USR-02131,41.0,M,Estado de México,Secundaria,Empleado,47000.0,895.0,1,1,App,659.0,0.0,app_ios,8.0,0,0,es_MX,1,3.0,0,0.0,74636.72,55.0,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02132,47.0,M,Tamaulipas,Preparatoria,Independiente,16000.0,119.0,0,0,App,422.0,134.0,app_huawei,5.0,0,0,es_MX,0,2.0,0,0.0,-25644.78,15.0,Solo Débito,Sin Información,2,Créditos personales y diferimientos,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
USR-02133,40.0,M,Jalisco,Licenciatura,Desempleado,32500.0,875.0,0,0,App,417.0,67.0,app_ios,4.0,0,0,es_MX,0,1.0,0,0.0,-26230.47,12.0,Solo Débito,Sin Información,7,Cancelación de tarjeta de crédito,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
USR-02134,26.0,H,Ciudad de México,Licenciatura,Empleado,16500.0,958.0,0,0,App,686.0,0.0,app_android,8.0,0,0,es_MX,0,2.0,0,1.0,-74700.07,82.0,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02135,49.0,M,Otros,Posgrado,Empleado,22500.0,957.0,0,0,App,319.0,21.0,app_android,3.0,0,0,es_MX,0,4.0,1,5.0,19912.460000000006,62.0,Débito + Crédito,Límite Agotado,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02136,21.0,M,Ciudad de México,Preparatoria,Estudiante,29500.0,751.0,1,0,App,476.0,3.0,app_ios,8.0,0,1,es_MX,0,1.0,0,1.0,-6016.6600000000035,87.0,Solo Débito,Sin Información,0,Reposición y renovación de tarjeta física,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02137,29.0,H,Guanajuato,Preparatoria,Empresario,15000.0,219.0,0,0,App,404.0,20.0,app_ios,6.0,0,1,es_MX,0,2.0,0,4.0,2928.470000000001,42.0,Débito + Crédito,Límite Agotado,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02138,25.0,H,Jalisco,Licenciatura,Empleado,13500.0,432.0,0,0,Fan Shop,764.0,3.0,app_android,10.0,0,1,es_MX,0,3.0,0,1.0,-85253.70000000001,74.0,Débito + Crédito,Bajo Endeudamiento,2,Información sobre Hey Banco,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
USR-02139,41.0,H,Yucatán,Licenciatura,Independiente,56500.0,1006.0,1,0,Fan Shop,773.0,5.0,app_android,10.0,0,1,es_MX,1,3.0,0,1.0,86220.68999999997,74.0,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02140,22.0,H,Yucatán,Preparatoria,Independiente,27000.0,1103.0,0,0,App,393.0,129.0,app_huawei,4.0,0,0,es_MX,1,1.0,0,0.0,-9.680000000000293,9.0,Solo Débito,Sin Información,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USR-02141,56.0,H,Puebla,Licenciatura,Desempleado,21000.0,640.0,0,0,App,666.0,180.0,app_huawei,6.0,0,1,es_MX,0,2.0,1,0.0,-3901.959999999999,14.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02142,32.0,M,Ciudad de México,Preparatoria,Empleado,12500.0,368.0,1,1,Fan Shop,420.0,6.0,app_android,6.0,0,0,es_MX,1,1.0,0,5.0,-54927.649999999994,54.0,Solo Débito,Sin Información,7,Cancelación de tarjeta de crédito,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
USR-02143,44.0,H,Nuevo León,Licenciatura,Empresario,62000.0,1540.0,0,0,App,728.0,7.0,app_android,8.0,0,0,es_MX,0,3.0,0,0.0,46994.89,40.0,Otros,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02144,54.0,M,Querétaro,Licenciatura,Empleado,23000.0,1451.0,0,1,App,488.0,10.0,app_ios,6.0,0,1,es_MX,1,2.0,0,0.0,19341.300000000003,56.0,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02145,39.0,SE,Tamaulipas,Preparatoria,Empleado,49500.0,132.0,1,0,App,720.0,2.0,app_ios,10.0,0,0,es_MX,0,1.0,0,4.0,267548.48,73.0,Solo Débito,Sin Información,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
USR-02146,54.0,H,Estado de México,Licenciatura,Empresario,26500.0,547.0,0,0,App,568.0,70.0,app_ios,4.0,0,1,es_MX,1,0.0,0,0.0,31584.08,5.0,Desconocido,Desconocido,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USR-02147,45.0,H,Nuevo León,Licenciatura,Empleado,49000.0,912.0,1,0,Fan Shop,736.0,3.0,app_ios,10.0,0,0,es_MX,1,3.0,0,2.0,10341.28999999998,55.0,Solo Débito,Sin Información,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02148,25.0,H,Coahuila,Secundaria,Independiente,15000.0,588.0,0,0,App,395.0,143.0,app_huawei,8.0,0,0,es_MX,1,1.0,0,0.0,6336.199999999997,14.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02149,54.0,M,Chihuahua,Licenciatura,Empresario,35000.0,648.0,1,0,App,526.0,9.0,app_ios,9.0,0,0,es_MX,0,3.0,0,1.0,-217137.4,56.0,Débito + Crédito,Bajo Endeudamiento,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USR-02150,42.0,H,Ciudad de México,Licenciatura,Empleado,11000.0,367.0,1,1,App,628.0,8.0,app_ios,9.0,0,0,es_MX,1,3.0,0,1.0,-492.8099999999977,57.0,Usuario Integral,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02151,32.0,H,Nuevo León,Licenciatura,Empleado,32500.0,896.0,1,1,Fan Shop,579.0,16.0,app_android,6.0,1,1,es_MX,0,3.0,0,1.0,18594.509999999995,42.0,Usuario Integral,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02152,21.0,M,Veracruz,Preparatoria,Estudiante,15000.0,238.0,1,0,App,495.0,0.0,app_ios,10.0,1,1,es_MX,0,3.0,0,1.0,5280.069999999992,72.0,Débito + Crédito,Bajo Endeudamiento,7,Cancelación de tarjeta de crédito,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
USR-02153,58.0,H,Nuevo León,Licenciatura,Desempleado,19000.0,958.0,0,0,App,454.0,136.0,app_huawei,6.0,0,0,en_US,0,1.0,0,0.0,-2080.1900000000005,9.0,Solo Débito,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02154,46.0,H,Estado de México,Secundaria,Empleado,41000.0,620.0,1,0,App,794.0,19.0,app_android,7.0,0,1,es_MX,1,3.0,0,2.0,108019.45,54.0,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02155,39.0,M,Otros,Licenciatura,Independiente,43000.0,561.0,1,0,App,715.0,16.0,app_android,7.0,0,0,es_MX,0,2.0,0,2.0,24375.79999999999,52.0,Débito + Seguro,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USR-02156,40.0,M,Nuevo León,Secundaria,Empleado,30000.0,1693.0,1,1,App,633.0,14.0,app_ios,8.0,0,1,es_MX,0,3.0,0,3.0,108669.99,36.0,Otros,Endeudamiento Medio,2,Consulta y gestión de estado de cuenta,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
USR-02157,26.0,H,Nuevo León,Licenciatura,Empleado,22000.0,353.0,0,1,Fan Shop,776.0,14.0,app_android,8.0,0,0,es_MX,0,4.0,0,5.0,39135.97,52.0,Usuario Integral,Bajo Endeudamiento,8,Consulta y gestión de estado de cuenta,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
USR-02158,31.0,SE,Guanajuato,Preparatoria,Independiente,24500.0,85.0,1,0,Fan Shop,663.0,0.0,app_android,10.0,0,0,es_MX,0,1.0,0,0.0,41031.17,89.0,Solo Débito,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02159,43.0,H,Estado de México,Preparatoria,Empleado,13000.0,711.0,0,0,App,516.0,16.0,app_android,7.0,0,1,es_MX,1,3.0,0,3.0,28895.910000000003,58.0,Débito + Crédito,Endeudamiento Alto,2,Reposición y renovación de tarjeta física,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
USR-02160,39.0,H,Baja California,Posgrado,Empleado,72000.0,827.0,1,1,App,644.0,5.0,app_ios,8.0,0,0,es_MX,0,4.0,0,0.0,-47251.51999999999,41.0,Usuario Integral,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-02161,35.0,SE,Baja California,Posgrado,Empleado,62000.0,1676.0,0,1,Fan Shop,611.0,8.0,app_ios,9.0,0,0,es_MX,1,3.0,0,0.0,26608.340000000026,32.0,Débito + Crédito,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USR-02162,45.0,M,Nuevo León,Licenciatura,Desempleado,7500.0,956.0,0,0,Fan Shop,637.0,94.0,app_ios,4.0,0,0,es_MX,0,0.0,0,0.0,49115.17,9.0,Desconocido,Desconocido,6,Problemas técnicos y operacionales en transacciones,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
USR-02163,32.0,H,Otros,Licenciatura,Independiente,27500.0,218.0,1,0,Fan Shop,691.0,0.0,app_android,10.0,0,0,es_MX,0,1.0,0,3.0,-100272.27,82.0,Solo Débito,Sin Información,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
USR-02164,50.0,M,Sonora,Licenciatura,Empresario,25000.0,1102.0,1,0,Fan Shop,592.0,6.0,app_ios,10.0,0,0,es_MX,0,4.0,0,0.0,-26038.530000000028,55.0,Usuario Integral,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-02165,24.0,H,Coahuila,Licenciatura,Independiente,23500.0,1690.0,1,0,App,624.0,2.0,app_android,9.0,0,0,es_MX,0,3.0,0,4.0,-104862.53,73.0,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02166,52.0,M,Ciudad de México,Preparatoria,Empresario,83000.0,922.0,0,0,App,787.0,0.0,app_ios,7.0,0,0,es_MX,0,5.0,0,4.0,-147255.46000000002,79.0,Débito + Crédito,Bajo Endeudamiento,4,Información sobre Hey Banco,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
USR-02167,40.0,M,Estado de México,Secundaria,Independiente,54000.0,372.0,0,0,Fan Shop,779.0,2.0,app_ios,8.0,0,1,es_MX,0,2.0,0,1.0,81149.12,52.0,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-02168,49.0,M,Veracruz,Posgrado,Empresario,22000.0,1243.0,1,0,App,648.0,11.0,app_android,9.0,0,0,es_MX,0,4.0,0,0.0,-72256.84,45.0,Solo Débito,Capacidad de Endeudamiento,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
