user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,num_no_procesadas,saldo,num_transacciones,categoria,categoria_salud,cluster_dominante,cluster_label_dominante,num_clusters_distintos,seg_0,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12,seg_13,seg_14,cubierto_por_trigger,n_triggers_aplicables,next_best_action,next_best_action_label,next_best_action_message,next_best_action_tipo
USR-04467,54,M,Nuevo León,Apodaca,Licenciatura,Empleado,25000,707,False,True,App,506,8,app_ios,6.0,False,True,es_MX,False,3,False,1.0,32514.11,67,Usuario Integral,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04468,28,M,Baja California,Mexicali,Posgrado,Empleado,28000,157,True,False,App,677,0,app_ios,9.0,False,False,es_MX,False,2,False,0.0,-96369.04,88,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04469,37,M,Coahuila,Torreón,Posgrado,Independiente,44500,195,True,False,App,767,3,app_ios,,False,False,es_MX,True,2,False,2.0,135817.2,52,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04470,21,M,Nuevo León,San Nicolás de los Garza,Preparatoria,Empleado,26000,780,True,False,App,686,0,app_ios,10.0,False,False,es_MX,False,1,False,1.0,-29119.54999999999,84,Solo Débito,Sin Información,5,Créditos personales y diferimientos,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04471,29,M,Otros,La Paz,Licenciatura,Empleado,6500,650,False,True,App,329,14,app_android,7.0,False,False,es_MX,True,1,False,7.0,-29415.770000000004,48,Solo Débito,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04472,31,H,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Empresario,20000,1146,True,False,App,697,3,app_ios,9.0,False,True,es_MX,False,2,False,0.0,-37572.649999999994,58,Débito + Crédito,Endeudamiento Medio,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04473,37,M,Coahuila,Saltillo,Licenciatura,Independiente,28000,1060,True,False,App,842,5,app_ios,8.0,False,False,es_MX,True,2,False,1.0,15894.390000000014,40,Débito + Seguro,Sin Información,2,Aumentar límite de transferencias,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False,0,,,,
USR-04474,44,M,Jalisco,Tlaquepaque,Licenciatura,Empleado,22500,203,False,False,App,558,24,app_android,6.0,False,False,es_MX,False,0,False,3.0,5318.389999999999,36,,,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04475,39,H,Sonora,Hermosillo,Licenciatura,Independiente,71000,740,True,False,App,757,8,app_ios,9.0,False,False,es_MX,False,3,False,2.0,368579.11,68,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04476,25,H,Nuevo León,Santa Catarina,Licenciatura,Independiente,21500,1598,True,False,Fan Shop,683,1,app_android,9.0,False,True,es_MX,False,3,True,0.0,-9095.190000000002,63,Débito + Crédito,Bajo Endeudamiento,0,Solicitar número de atención al cliente,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1,T4_solicita_escalacion,Cliente pide escalación humana,"👤 Te conectamos directamente con un asesor humano. Sin esperas, sin menús.",experiencia
USR-04477,37,M,Tamaulipas,Tampico,Licenciatura,Empleado,27500,571,False,True,App,393,97,app_ios,7.0,True,False,es_MX,False,1,False,0.0,9471.2,5,Solo Débito,Sin Información,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,,,,
USR-04478,48,M,Jalisco,Tonalá,Preparatoria,Independiente,85000,1383,True,False,App,676,6,app_huawei,7.0,False,False,es_MX,False,1,False,1.0,-237484.29,65,Otros,Sin Información,11,Transferencia no recibida o rechazada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,,,,
USR-04479,45,H,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empresario,84000,1325,False,False,App,524,2,app_android,8.0,False,False,es_MX,True,2,False,0.0,-213135.22000000003,77,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04480,28,M,Nuevo León,San Nicolás de los Garza,Posgrado,Independiente,19000,553,True,False,App,739,3,app_android,8.0,False,False,es_MX,False,2,True,2.0,-126412.18000000002,63,Débito + Crédito,Endeudamiento Medio,0,Información sobre Hey Banco,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,1,T5_cross_sell_seguros,Cross-sell de seguros,"🛡️ Como cliente integral, califican para nuestro seguro Hey Protege con 50% de descuento el primer año. Conoce las coberturas en 30 segundos.",cross_sell
USR-04481,42,M,Coahuila,Saltillo,Licenciatura,Empresario,69000,1819,False,False,Fan Shop,694,7,app_ios,8.0,False,False,es_MX,False,1,False,1.0,-209333.17,48,Otros,Sin Información,0,Solicitar número de atención al cliente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,T4_solicita_escalacion,Cliente pide escalación humana,"👤 Te conectamos directamente con un asesor humano. Sin esperas, sin menús.",experiencia
USR-04482,35,M,Querétaro,Querétaro,Licenciatura,Empleado,19500,335,False,True,App,343,12,app_ios,5.0,False,False,es_MX,False,2,False,4.0,-38185.759999999995,41,Débito + Crédito,Límite Agotado,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04483,41,H,Coahuila,Torreón,Licenciatura,Empleado,19000,159,True,True,App,690,1,app_ios,7.0,False,False,es_MX,False,3,False,0.0,415705.77,74,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04484,22,M,Estado de México,Nezahualcóyotl,Preparatoria,Empleado,22000,813,True,True,App,784,1,app_ios,7.0,False,True,es_MX,False,1,False,0.0,-94794.44000000002,60,Otros,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04485,20,H,,,Preparatoria,Estudiante,16500,555,True,False,App,592,3,app_ios,10.0,False,True,es_MX,True,2,False,2.0,-26789.79999999999,65,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04486,31,H,Estado de México,Nezahualcóyotl,Licenciatura,Empresario,42000,115,False,False,App,722,2,app_android,9.0,False,True,es_MX,False,2,False,0.0,-113674.04,47,Solo Débito,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04487,31,H,Querétaro,San Juan del Río,Preparatoria,Empleado,15000,947,False,True,App,593,6,app_android,,False,False,es_MX,False,1,False,7.0,40832.23,62,Solo Débito,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04488,38,M,Nuevo León,Guadalupe,Licenciatura,Empleado,14000,868,False,True,App,670,3,app_huawei,7.0,False,False,es_MX,False,3,False,4.0,-23294.550000000003,58,Usuario Integral,Bajo Endeudamiento,4,Información sobre Hey Banco,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True,1,T5_cross_sell_seguros,Cross-sell de seguros,"🛡️ Como cliente integral, califican para nuestro seguro Hey Protege con 50% de descuento el primer año. Conoce las coberturas en 30 segundos.",cross_sell
USR-04489,26,M,Ciudad de México,CDMX - Cuauhtémoc,Secundaria,Empleado,33000,1820,True,True,App,485,1,app_android,9.0,False,True,es_MX,False,3,False,3.0,63976.119999999995,62,Débito + Crédito,Endeudamiento Medio,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04490,48,M,Puebla,Atlixco,Licenciatura,Independiente,66000,659,True,False,App,641,14,app_ios,9.0,False,False,es_MX,False,3,False,1.0,226927.23,30,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04491,21,M,Yucatán,Progreso,Preparatoria,Estudiante,7000,1315,True,False,App,704,1,app_android,10.0,False,False,es_MX,False,1,False,1.0,-241838.15999999997,91,Otros,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04492,26,H,Nuevo León,Monterrey,Licenciatura,Desempleado,16500,1742,False,False,App,633,66,app_huawei,4.0,False,False,es_MX,True,1,False,1.0,21412.66,5,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04493,53,M,Nuevo León,San Pedro Garza García,Posgrado,Empleado,39000,267,True,True,App,578,15,app_ios,10.0,False,False,es_MX,False,3,False,2.0,-30938.160000000003,54,Usuario Integral,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04494,30,M,Nuevo León,San Nicolás de los Garza,Preparatoria,Empleado,7000,783,True,False,App,768,2,app_ios,8.0,False,False,es_MX,False,2,False,2.0,-120586.16,86,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,,,,
USR-04495,50,M,Ciudad de México,CDMX - Cuauhtémoc,Posgrado,Empleado,36000,726,True,False,Fan Shop,744,18,app_android,9.0,True,False,es_MX,False,4,False,2.0,322322.94,55,Usuario Integral,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04496,30,H,Estado de México,Naucalpan,Preparatoria,Desempleado,17000,880,False,False,App,454,50,app_huawei,6.0,False,False,es_MX,True,1,False,0.0,-20562.34,14,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04497,27,H,Estado de México,Ecatepec,Preparatoria,Empleado,29000,1018,True,True,App,649,1,app_android,10.0,False,True,es_MX,False,1,False,2.0,-176605.13999999998,90,Solo Débito,Sin Información,7,Cancelación de tarjeta de crédito,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,1,T7_intercepta_cancelacion,Riesgo cancelación TDC,"💳 Antes de cancelar, déjanos hacerte una oferta exclusiva: anualidad gratis el próximo año + cashback duplicado por 3 meses.",retencion
USR-04498,40,SE,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,36000,1552,False,True,App,682,3,app_android,,False,False,es_MX,False,3,False,1.0,6050.419999999984,53,Débito + Crédito,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04499,59,H,Ciudad de México,CDMX - Miguel Hidalgo,Secundaria,Independiente,29000,618,False,False,Fan Shop,844,6,app_ios,,True,False,es_MX,False,5,False,1.0,130043.49,35,Usuario Integral,Capacidad de Endeudamiento,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04500,38,M,Otros,Zacatecas,Posgrado,Empleado,7000,880,True,True,App,423,16,app_ios,6.0,False,False,es_MX,False,2,False,2.0,-22858.869999999995,34,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04501,40,M,Puebla,San Andrés Cholula,Preparatoria,Empleado,77000,1229,True,True,App,619,11,app_ios,7.0,False,False,es_MX,False,3,False,1.0,56340.24000000002,41,Débito + Seguro,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04502,40,SE,Ciudad de México,CDMX - Miguel Hidalgo,Preparatoria,Empleado,31500,64,True,True,App,540,2,app_android,6.0,False,False,es_MX,False,1,False,2.0,39315.24,40,Otros,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04503,25,H,Otros,Cuernavaca,Secundaria,Empleado,21000,895,True,False,Fan Shop,722,0,app_ios,9.0,False,False,es_MX,False,1,False,3.0,-138538.04,91,Solo Débito,Sin Información,14,Aumentar límite de transferencias,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0,,,,
USR-04504,43,H,Otros,Morelia,Posgrado,Independiente,48000,620,False,False,App,551,2,app_ios,9.0,False,False,es_MX,True,2,True,2.0,-160933.65999999997,57,Solo Débito,Sin Información,7,Cancelación de tarjeta de crédito,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,1,T7_intercepta_cancelacion,Riesgo cancelación TDC,"💳 Antes de cancelar, déjanos hacerte una oferta exclusiva: anualidad gratis el próximo año + cashback duplicado por 3 meses.",retencion
USR-04505,29,M,Puebla,Puebla,Secundaria,Independiente,8500,960,False,False,App,543,77,app_android,5.0,False,False,es_MX,False,0,False,0.0,24467.1,10,,,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04506,39,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Independiente,23000,1401,False,False,App,432,7,app_ios,7.0,False,False,es_MX,False,1,False,2.0,36313.74,25,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04507,48,H,Ciudad de México,CDMX - Miguel Hidalgo,Posgrado,Empleado,15000,646,False,True,App,615,12,app_android,10.0,False,True,es_MX,False,3,True,1.0,35376.44,46,Débito + Crédito,Capacidad de Endeudamiento,11,Transferencia no recibida o rechazada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,,,,
USR-04508,20,H,Nuevo León,Apodaca,Preparatoria,Empleado,29000,1614,True,False,App,537,0,app_android,7.0,False,True,es_MX,False,1,False,0.0,-60885.84,88,Solo Débito,Sin Información,7,Cancelación de tarjeta de crédito,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,1,T7_intercepta_cancelacion,Riesgo cancelación TDC,"💳 Antes de cancelar, déjanos hacerte una oferta exclusiva: anualidad gratis el próximo año + cashback duplicado por 3 meses.",retencion
USR-04509,60,M,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,46000,1506,True,True,App,817,8,app_ios,,False,False,es_MX,False,1,False,1.0,-13243.150000000023,64,Solo Débito,Sin Información,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0,,,,
USR-04510,52,H,Otros,Cuernavaca,Licenciatura,Empresario,52000,132,True,False,App,810,9,app_huawei,7.0,False,False,es_MX,True,4,False,1.0,101018.89,40,Débito + Seguro,Capacidad de Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04511,25,M,Baja California,Tecate,Licenciatura,Empleado,16500,84,True,False,App,470,1,app_ios,7.0,False,True,es_MX,False,1,False,4.0,-6460.580000000002,93,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,False,0,,,,
USR-04512,36,M,Nuevo León,Guadalupe,Posgrado,Empleado,28500,535,False,True,App,749,17,app_huawei,6.0,False,False,es_MX,False,2,False,0.0,67533.19,55,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04513,41,M,Estado de México,Naucalpan,Licenciatura,Empleado,9000,150,False,True,App,516,19,app_ios,10.0,False,False,es_MX,True,3,False,0.0,135897.73,37,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04514,29,H,Nuevo León,García,Posgrado,Empleado,37000,729,True,True,App,642,16,app_ios,6.0,False,False,es_MX,False,3,False,2.0,121752.68,34,Débito + Crédito,Bajo Endeudamiento,3,Consulta y gestión de estado de cuenta,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,0,,,,
USR-04515,42,M,Guanajuato,San Miguel de Allende,Preparatoria,Empleado,32500,649,True,True,App,835,5,app_huawei,10.0,False,True,es_MX,True,2,False,0.0,124759.78,67,Otros,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04516,33,H,Ciudad de México,CDMX - Cuauhtémoc,Secundaria,Desempleado,32000,1143,False,False,App,620,101,app_ios,7.0,False,True,es_MX,False,0,False,1.0,5522.919999999998,12,,,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04517,37,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,21000,1149,False,True,App,532,8,app_ios,10.0,False,True,es_MX,True,3,False,0.0,-44849.630000000005,43,Usuario Integral,Bajo Endeudamiento,6,Aumentar límite de transferencias,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,0,,,,
USR-04518,28,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Independiente,22500,660,False,False,Fan Shop,677,134,app_ios,6.0,True,False,es_MX,False,0,False,1.0,12792.52,9,,,0,Aumentar límite de transferencias,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,False,0,,,,
USR-04519,60,M,Oaxaca,Tuxtepec,Licenciatura,Independiente,24000,1043,True,False,App,625,19,app_android,7.0,False,False,es_MX,False,2,True,0.0,115911.1,44,Otros,Bajo Endeudamiento,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0,,,,
USR-04520,31,M,Nuevo León,Santa Catarina,Licenciatura,Empleado,15000,1616,False,True,App,716,5,app_huawei,8.0,False,False,es_MX,False,2,False,0.0,51224.69,64,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04521,33,M,Jalisco,Zapopan,Posgrado,Empleado,18500,231,False,False,Fan Shop,561,11,app_ios,6.0,False,True,es_MX,False,1,True,12.0,-51063.7,61,Solo Débito,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1,T1_lead_credito_auto,Lead crediticio: auto,🚗 ¡Tu auto está más cerca de lo que crees! Tienes pre-aprobación para tu crédito automotriz. Cotiza con un click y conoce tu mensualidad.,cross_sell
USR-04522,29,M,Estado de México,Ecatepec,Licenciatura,Empresario,39000,433,False,False,Fan Shop,736,5,app_ios,6.0,False,False,es_MX,False,1,False,0.0,-208160.66000000003,71,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04523,27,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,11500,1492,False,False,App,545,9,app_ios,3.0,False,True,es_MX,False,1,False,3.0,-5802.169999999998,40,Solo Débito,Sin Información,4,Información sobre Hey Banco,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04524,36,H,Estado de México,Tlalnepantla,Posgrado,Empleado,19000,658,False,True,Fan Shop,704,11,app_huawei,7.0,False,True,es_MX,False,4,False,2.0,-25832.050000000003,62,Débito + Crédito,Bajo Endeudamiento,2,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04525,28,M,Nuevo León,Guadalupe,Preparatoria,Empleado,29500,1023,True,True,App,455,0,app_ios,9.0,False,False,es_MX,False,1,False,2.0,81898.55,74,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04526,54,M,Puebla,Puebla,Licenciatura,Independiente,54000,1494,True,False,App,727,3,app_ios,9.0,False,False,en_US,False,3,False,0.0,-206019.5,73,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04527,48,M,Guanajuato,Salamanca,Preparatoria,Estudiante,7500,802,False,False,App,492,138,app_huawei,5.0,False,True,es_MX,False,1,True,0.0,2218.8199999999997,6,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04528,30,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,18500,1501,True,True,App,690,3,app_ios,10.0,False,False,es_MX,True,1,False,0.0,-45540.22,85,Solo Débito,Sin Información,10,Verificación de tarjeta para Apple Pay,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,True,1,T6_activacion_apple_pay,Activación Apple Pay,📱 Ya casi tienes tu tarjeta Hey en Apple Pay. Termina la activación con estos 3 pasos. Te guiamos.,engagement
USR-04529,44,M,Ciudad de México,CDMX - Benito Juárez,Preparatoria,Empleado,18000,81,False,True,App,380,21,app_huawei,6.0,False,True,es_MX,False,1,False,5.0,-85582.85,60,Solo Débito,Sin Información,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0,,,,
USR-04530,25,H,Guanajuato,Salamanca,Preparatoria,Empleado,38500,826,True,True,App,561,16,app_android,6.0,False,False,en_US,False,3,False,2.0,17102.709999999992,64,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04531,48,H,Baja California,Mexicali,Secundaria,Empleado,21000,321,False,True,App,567,11,app_android,6.0,False,False,es_MX,False,2,False,2.0,40992.600000000006,52,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04532,40,M,Querétaro,San Juan del Río,Preparatoria,Empleado,34000,192,False,True,Fan Shop,641,2,app_ios,8.0,False,False,en_US,False,3,False,0.0,127216.74,69,Débito + Crédito,Endeudamiento Medio,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04533,22,M,Sonora,Nogales,Licenciatura,Empleado,14000,1149,False,False,Fan Shop,447,3,app_ios,9.0,False,True,es_MX,False,2,False,1.0,-59486.27,85,Débito + Crédito,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04534,29,M,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,25500,1807,True,True,App,708,2,app_android,8.0,True,False,es_MX,False,1,False,0.0,-13509.64,65,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-04535,40,M,Ciudad de México,CDMX - Miguel Hidalgo,Posgrado,Empresario,49000,1428,True,False,App,755,1,app_ios,7.0,False,False,es_MX,False,4,False,0.0,-116496.25,50,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04536,37,M,Nuevo León,Santa Catarina,Licenciatura,Independiente,28000,1154,True,False,App,396,83,app_ios,4.0,False,False,es_MX,True,0,False,1.0,-44430.94,8,,,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04537,22,M,Nuevo León,San Nicolás de los Garza,Preparatoria,Desempleado,9500,1013,False,False,App,539,179,app_huawei,4.0,False,False,es_MX,True,2,False,0.0,-30921.14,10,Solo Débito,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1,T1_lead_credito_auto,Lead crediticio: auto,🚗 ¡Tu auto está más cerca de lo que crees! Tienes pre-aprobación para tu crédito automotriz. Cotiza con un click y conoce tu mensualidad.,cross_sell
USR-04538,20,M,Nuevo León,Apodaca,Preparatoria,Estudiante,16500,179,True,False,Fan Shop,744,0,app_ios,10.0,True,False,es_MX,False,2,False,2.0,-54761.500000000015,88,Débito + Crédito,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,,,,
USR-04539,48,H,Oaxaca,Juchitán,Secundaria,Empleado,29500,1604,True,True,App,586,3,app_ios,6.0,False,True,es_MX,False,1,False,2.0,84976.7,59,Solo Débito,Sin Información,0,Solicitar número de atención al cliente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,T4_solicita_escalacion,Cliente pide escalación humana,"👤 Te conectamos directamente con un asesor humano. Sin esperas, sin menús.",experiencia
USR-04540,52,H,,,Licenciatura,Empleado,24500,1031,True,True,App,621,4,app_android,10.0,True,False,es_MX,False,4,False,2.0,37072.23000000001,51,Usuario Integral,Bajo Endeudamiento,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-04541,18,H,Nuevo León,Monterrey,Preparatoria,Estudiante,7000,1381,False,False,App,652,3,app_ios,9.0,False,False,es_MX,False,2,True,4.0,-107148.94,91,Débito + Crédito,Capacidad de Endeudamiento,11,Transferencia no recibida o rechazada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,,,,
USR-04542,32,H,Baja California,Tijuana,Licenciatura,Empleado,17500,1354,True,False,App,610,1,app_android,7.0,False,True,es_MX,False,2,False,2.0,-171520.62,76,Débito + Crédito,Bajo Endeudamiento,0,Solicitar número de atención al cliente,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True,1,T4_solicita_escalacion,Cliente pide escalación humana,"👤 Te conectamos directamente con un asesor humano. Sin esperas, sin menús.",experiencia
USR-04543,47,M,Estado de México,Ecatepec,Preparatoria,Independiente,10500,1051,False,False,App,478,46,app_huawei,4.0,False,False,es_MX,False,1,False,0.0,-1896.1500000000017,5,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
